"","partido","proESTADO","fundamentalismo","desconfia"
"186","OUTROS",0.444444444444444,0.366341768613256,0.732761631821788
"187","Frente Amplio",0.666666666666667,0.53799333409848,0.70491046419574
"188","NENHUM",0.222222222222222,0,0.519602201885017
"189","OUTROS",1,0.560312911070762,0.483488524952324
"190","Nacional",0.333333333333333,0.382721656238818,0.500908203902973
"191","Nacional",0,0.209726152933798,0.560740722881517
"192","Nacional",0,0.452058261229949,0.436162019686161
"193","Nacional",1,0.330285628059161,0.410296175088545
"194","Nacional",0.333333333333333,0.255903632826976,0.706539602312519
"195","Frente Amplio",0,0.452058261229949,0.944553681339586
"196","Nacional",1,0.28645380346394,0.598420983013493
"197","Frente Amplio",0.222222222222222,0.553374369622774,0.835430223614688
"198","Frente Amplio",0.555555555555556,0.364222487412616,0.670071492268006
"199","Frente Amplio",0.444444444444444,0.278391099715376,0.5309300015389
"200","Frente Amplio",0.777777777777778,0.366341768613256,0.465688542635417
"201","Frente Amplio",0.777777777777778,0.209726152933798,0.610154611958034
"202","Frente Amplio",1,0.209726152933798,0.652130306408371
"203","Frente Amplio",0.333333333333333,0.177182818578354,0.646239871178686
"204","NENHUM",NA,0.602491992045891,0.729209649615726
"205","Frente Amplio",0.222222222222222,0.379571889022628,0.503313548804187
"206","Frente Amplio",NA,0.452676438564783,0.714714897829164
"207","Frente Amplio",0.777777777777778,0.318420594949052,0.483488524952324
"208","Frente Amplio",1,0.602491992045891,0.794500673068949
"209","Nacional",0.777777777777778,0.384688540048788,0.2117698427976
"210","Nacional",0.888888888888889,0.392066511365225,0.592026959732899
"211","NENHUM",1,0.257390525113708,0.672333622278218
"212","OUTROS",0.444444444444444,0.560312911070762,0.362377085346808
"213","Frente Amplio",0,0.602491992045891,0.67486927394778
"214","Nacional",0,0.53799333409848,0.392617021031977
"215","Nacional",0,0.29324214121397,0.25584050503215
"216","NENHUM",0.444444444444444,0.328612783723988,0.624581902488055
"217","Nacional",0.222222222222222,0.137679067674568,0.637358894575263
"218","Nacional",0,0.288559228645562,0.543473018529542
"219","Nacional",0.333333333333333,0.345534491739079,0.526466480771588
"220","Nacional",0,0.35548122132577,0.493933948178733
"221","NENHUM",0.444444444444444,0.602491992045891,0.653827577042862
"222","Nacional",0.111111111111111,0.520078367353944,0.579350914870864
"223","Nacional",0,0.576165271972059,0.358878096152789
"224","Nacional",0.111111111111111,0.234471968060841,0.428737792985682
"225","Nacional",0.444444444444444,0.335190835952601,0.358878096152789
"226","Colorado",0.222222222222222,0.29324214121397,0.445927277901657
"227","Frente Amplio",0.777777777777778,0.452676438564783,1
"228","Frente Amplio",1,0.388592575420379,0.564602394195296
"229","NENHUM",0.555555555555556,0.201283488809846,0.629523619971235
"230","Frente Amplio",0.111111111111111,0.465248136960158,0.672333622278218
"231","Frente Amplio",NA,0.275578896784439,0.807228661184175
"232","Frente Amplio",0,0.142722571076002,0.672333622278218
"233","Frente Amplio",0.444444444444444,0.239451188302945,0.783864646419509
"234","Frente Amplio",0.666666666666667,0,0.622161574715069
"235","Frente Amplio",0.444444444444444,0.450795385632506,0.485997945375223
"236","Frente Amplio",0.666666666666667,0.457207172723614,0.592457513725602
"237","Frente Amplio",1,0,0.911438561412971
"238","Frente Amplio",1,0.880011495207431,0.237585401443784
"239","Frente Amplio",0.777777777777778,0.18850035147925,0.468562160511149
"240","OUTROS",0,0.602491992045891,0.5643161306082
"241","NENHUM",0.777777777777778,0.602491992045891,1
"242","NENHUM",0,0.500071881272442,0.653827577042862
"243","Nacional",0.111111111111111,0.486758107865839,0.345251434430918
"244","Nacional",0.333333333333333,0.424490149158834,0.367776676862583
"245","Nacional",1,0.203357007071612,0.354283083845614
"246","Frente Amplio",0.333333333333333,0.514949934890042,0.653827577042862
"247","Nacional",0.222222222222222,0.375080537400055,0.562469766870093
"248","Nacional",0.888888888888889,0.266897322267265,0.672333622278218
"249","Nacional",NA,0.228474612770363,0.494643058330324
"250","Colorado",NA,0.53799333409848,0.359935538448804
"251","Frente Amplio",0.333333333333333,0.174101688434341,0.672333622278218
"252","Frente Amplio",0.444444444444444,0.278391099715376,0.582948801043231
"253","Frente Amplio",1,0,0.745643021040149
"254","Frente Amplio",1,0.324910050896222,0.731882241676279
"255","Frente Amplio",1,0.0801893977548935,0.637358894575263
"256","Frente Amplio",0.777777777777778,0.369168792548785,0.483257935242693
"257","Frente Amplio",0.222222222222222,0.435974605180249,0.672333622278218
"258","Frente Amplio",0.111111111111111,0.266086813703308,0.847043601344959
"259","NENHUM",0.222222222222222,0.286656890575879,0.550251740718491
"260","Nacional",0.111111111111111,0.351792903711417,0.483488524952324
"261","Nacional",0.777777777777778,0.390882175698209,0.331903177033675
"262","Colorado",NA,0.630118386937396,0.317651033504694
"263","Nacional",1,0.452676438564783,0.579350914870864
"264","NENHUM",NA,0.652488130415426,0.075304102792199
"265","Frente Amplio",0.888888888888889,0.652488130415426,0.659216713843601
"266","Frente Amplio",0.777777777777778,0.452058261229949,0.925468700743871
"267","Frente Amplio",1,0.405120420036746,0.708987913574696
"268","Nacional",0.444444444444444,0.278391099715376,0.57117572818136
"269","NENHUM",0.444444444444444,0.222712268819063,0.333335328796474
"270","Nacional",0.444444444444444,0.53799333409848,0.648254139055215
"271","Frente Amplio",1,0.53799333409848,0.410396081040863
"272","Frente Amplio",NA,0.652488130415426,0.750386477617543
"273","Colorado",1,0.412766679580291,0.616505101537461
"274","Frente Amplio",0,0,0.801273886772647
"275","Frente Amplio",1,0.184510193842745,0.654408313970051
"276","NENHUM",0,0.514949934890042,0.258413935253344
"277","Frente Amplio",0.444444444444444,0.298959765383019,0.57019750339513
"278","Frente Amplio",0.666666666666667,0.651517080651458,0.715682782789001
"279","Frente Amplio",1,0.486758107865839,0.351221676188885
"280","Frente Amplio",0.333333333333333,0.291715893481101,0.408443194811746
"281","NENHUM",0.444444444444444,0.486758107865839,0.672333622278218
"282","Colorado",NA,0.403498860407481,0.288943566913938
"283","NENHUM",0.444444444444444,0.33696281527605,0.845087965569705
"284","Frente Amplio",0.555555555555556,0.251986057313192,0.541573046738619
"285","Frente Amplio",NA,0.525383399960153,0.495239205403098
"286","NENHUM",0,0.705123021662333,0.819545193934188
"287","Frente Amplio",0,0.280782619935887,0.636379659371276
"288","Nacional",1,0.452676438564783,0.570415298826189
"289","Nacional",NA,0.597692947898434,0.188076879297094
"290","OUTROS",1,0.452676438564783,0.38756179533616
"291","OUTROS",0.444444444444444,0.731042388088404,0.672333622278218
"292","Nacional",1,0.366341768613256,0.312448425531702
"293","Nacional",0.222222222222222,0.376798076109095,0.684876299362119
"294","Colorado",0.111111111111111,0.240670798170288,0.742440224502765
"295","Colorado",0.555555555555556,0.450795385632506,0.477807995125088
"296","Frente Amplio",1,0,0.564602394195296
"297","Frente Amplio",NA,0.334165491627798,0.512782390906031
"298","Frente Amplio",0.777777777777778,0,1
