"","...1","fundamentalismo","desconfia","E179WVS","partido","proMERCADO"
"387",920,0.589681243706981,0.531194715972731,152001,"UDI",0.111111111111111
"388",921,0.201747301538302,0.838121593923415,152001,"UDI",0.222222222222222
"389",922,0.640013768364262,0.354533947493323,152001,"UDI",1
"390",923,0.397900172821904,0.291298686451845,152001,"UDI",0.666666666666667
"391",924,1,0.353045978364874,152001,"UDI",0.666666666666667
"392",925,0.466669409845016,0.577253407391857,152001,"UDI",0.555555555555556
"393",926,0.458399737334996,0.291298686451845,152001,"UDI",0.555555555555556
"394",927,0.856114843009208,0.321046880162168,152001,"UDI",0.333333333333333
"395",928,0.568075267119058,0.522252882717238,152001,"UDI",0.222222222222222
"396",929,0.846406878238007,0.368724099202284,152001,"UDI",0.333333333333333
"397",930,1,0.353045978364874,152001,"UDI",0.666666666666667
"398",931,0.528679580794795,0.735081942693648,152001,"UDI",0
"399",932,0.369384106364274,0.593320418444628,152001,"UDI",0.444444444444444
"400",933,0.846406878238007,0.389191309593606,152001,"UDI",0.555555555555556
"401",934,1,0.294758109603167,152001,"UDI",0.777777777777778
"402",935,0.56993979549915,0.670259768456676,152001,"UDI",0.111111111111111
"403",936,0.490988607125991,0.592254738818027,152001,"UDI",0.111111111111111
"404",937,0.302017702054922,0.421522402636911,152001,"UDI",0.444444444444444
"405",938,0.632650837102326,0.306305141365717,152001,"UDI",0.333333333333333
"406",939,0.568075267119058,0.475171916984574,152001,"UDI",0.555555555555556
"407",940,0.612381778522142,0.407117674588755,152001,"UDI",0.111111111111111
"408",941,0.629483023645769,0.617811199177466,152001,"UDI",0.333333333333333
"409",942,0.369384106364274,0.420609983212971,152001,"UDI",0.111111111111111
"410",943,0.50237000239549,0.420609983212971,152001,"UDI",0.111111111111111
"411",944,0.411266476984149,0.531194715972731,152001,"UDI",0.111111111111111
"412",945,0.567481950287772,0.306305141365717,152001,"UDI",0.555555555555556
"413",946,0.541838000737262,0.429477243290776,152001,"UDI",0
"414",947,0.187009309154252,0.580719896629634,152001,"UDI",0
"415",948,0.61940153345383,0.314583727323192,152001,"UDI",0.777777777777778
"416",949,0.644597113151643,0.234412628169972,152001,"UDI",0.555555555555556
"417",950,0.364990809707181,0.763699072462364,152001,"UDI",0.222222222222222
